EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1488,18,18-25,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,40340,40k-45k,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
RM1489,18,18-25,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,19536,15k-20k,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
RM1490,19,18-25,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,57140,55k-60k,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0
RM1491,19,18-25,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,35704,35k-40k,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
RM1492,19,18-25,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,45478,45k-50k,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
RM1493,19,18-25,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,21982,20k-25k,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
RM1494,19,18-25,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,40374,40k-45k,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
RM1495,19,18-25,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959,4,Male,37,2,1,Sales Representative,2,Single,23394,20k-25k,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
RM1496,19,18-25,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,17844,15k-20k,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
RM1497,19,18-25,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,15796,15k-20k,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
RM1498,19,18-25,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,45942,45k-50k,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
RM1499,20,18-25,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,43066,40k-45k,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
RM1500,20,18-25,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,27014,25k-30k,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
RM1501,20,18-25,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,57498,55k-60k,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
RM1502,20,18-25,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,47604,45k-50k,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
RM1503,20,18-25,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,29516,25k-30k,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
RM1504,20,18-25,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,98,2,1,Research Scientist,1,Single,40050,40k-45k,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
RM1505,20,18-25,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,37910,35k-40k,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
RM1506,20,18-25,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,29156,25k-30k,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
RM1507,20,18-25,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,13600,10k-15k,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
RM1508,20,18-25,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,30002,30k-35k,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
RM1509,20,18-25,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,45664,45k-50k,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
RM1510,21,18-25,No,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,30,3,Male,96,3,1,Research Scientist,4,Single,42062,40k-45k,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,
RM1511,21,18-25,No,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,24562,20k-25k,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
RM1512,21,18-25,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,21800,20k-25k,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
RM1513,21,18-25,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,9202,5k-10k,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,
RM1514,21,18-25,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,54344,50k-55k,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
RM1515,21,18-25,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,52388,50k-55k,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
RM1516,21,18-25,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,21240,20k-25k,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
RM1517,21,18-25,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,38016,35k-40k,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
RM1518,21,18-25,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,54152,50k-55k,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
RM1519,21,18-25,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,54116,50k-55k,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
RM1520,21,18-25,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,55518,55k-60k,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
RM1521,21,18-25,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,12634,10k-15k,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
RM1522,21,18-25,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,54458,50k-55k,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
RM1523,22,18-25,No,Non-Travel,1123,Research & Development,16,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,18148,15k-20k,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0
RM1524,22,18-25,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,51070,50k-55k,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
RM1525,22,18-25,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,42098,40k-45k,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
RM1526,22,18-25,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,27484,25k-30k,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
RM1527,22,18-25,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,28284,25k-30k,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,
RM1528,22,18-25,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,52380,50k-55k,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
RM1529,22,18-25,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,21758,20k-25k,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
RM1530,22,18-25,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,27790,25k-30k,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
RM1531,22,18-25,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,4,Married,41792,40k-45k,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
RM1532,22,18-25,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married,23544,20k-25k,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
RM1533,22,18-25,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,17262,15k-20k,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
RM1534,22,18-25,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,11946,10k-15k,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
RM1535,22,18-25,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,24086,20k-25k,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
RM1536,22,18-25,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,35498,35k-40k,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
RM1537,22,18-25,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single,55684,55k-60k,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
RM1538,22,18-25,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single,38748,35k-40k,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
RM1539,23,18-25,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,22536,20k-25k,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
RM1540,23,18-25,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,35684,35k-40k,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2
RM1541,23,18-25,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,20588,20k-25k,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
RM1542,23,18-25,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,12188,10k-15k,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
RM1543,23,18-25,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,42760,40k-45k,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
RM1544,23,18-25,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,10390,10k-15k,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
RM1545,23,18-25,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,37302,35k-40k,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
RM1546,23,18-25,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,1,Male,97,3,2,Laboratory Technician,3,Single,53124,50k-55k,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
RM1547,23,18-25,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1,Research Scientist,3,Married,29152,25k-30k,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
RM1548,23,18-25,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,44672,40k-45k,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
RM1549,23,18-25,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,53706,50k-55k,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
RM1550,23,18-25,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,29224,25k-30k,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
RM1551,23,18-25,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single,30844,30k-35k,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
RM1552,23,18-25,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married,57412,55k-60k,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
RM1553,24,18-25,No,Non-Travel,673,Research & Development,11,2,Other,1,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,19964,15k-20k,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
RM1554,24,18-25,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married,9540,5k-10k,3020,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
RM1555,24,18-25,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,38538,35k-40k,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
RM1556,24,18-25,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,30014,30k-35k,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
RM1557,24,18-25,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,15330,15k-20k,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
RM1558,24,18-25,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,47444,45k-50k,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
RM1559,24,18-25,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,14560,10k-15k,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
RM1560,24,18-25,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,46760,45k-50k,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
RM1561,24,18-25,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,21700,20k-25k,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
RM1562,24,18-25,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,31836,30k-35k,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
RM1563,24,18-25,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,53070,50k-55k,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
RM1564,24,18-25,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,56602,55k-60k,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
RM1565,24,18-25,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married,25056,25k-30k,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
RM1566,24,18-25,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,51734,50k-55k,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
RM1567,24,18-25,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,16318,15k-20k,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
RM1568,24,18-25,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,10244,10k-15k,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
RM1569,24,18-25,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,33922,30k-35k,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
RM1570,24,18-25,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494,2,Male,89,3,1,Laboratory Technician,1,Single,37496,35k-40k,16998,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0
RM1571,24,18-25,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495,4,Female,78,3,1,Sales Representative,2,Married,17706,15k-20k,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
RM1572,24,18-25,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,23572,20k-25k,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
RM1573,24,18-25,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,37936,35k-40k,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
RM1574,24,18-25,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,38732,35k-40k,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
RM1575,24,18-25,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,26670,25k-30k,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
RM1576,24,18-25,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,10744,10k-15k,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
RM1577,24,18-25,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,7694,5k-10k,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
RM1578,24,18-25,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,31740,30k-35k,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
RM1579,25,18-25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,57418,55k-60k,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
RM1580,25,18-25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,57294,55k-60k,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
RM1581,25,18-25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,53170,50k-55k,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,
RM1582,25,18-25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,18510,15k-20k,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,
RM1583,25,18-25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,40268,40k-45k,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
RM1584,25,18-25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,27680,25k-30k,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
RM1585,25,18-25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,22292,20k-25k,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,
RM1586,25,18-25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,56252,55k-60k,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
RM1587,25,18-25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,34856,30k-35k,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
RM1588,25,18-25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,49114,45k-50k,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
RM1589,25,18-25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,46764,45k-50k,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
RM1590,25,18-25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,32226,30k-35k,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
RM1591,25,18-25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,39808,35k-40k,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
RM1592,25,18-25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,41096,40k-45k,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
RM1593,25,18-25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,12710,10k-15k,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
RM1594,25,18-25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,44746,40k-45k,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
RM1595,25,18-25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,19580,15k-20k,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
RM1596,25,18-25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,41160,40k-45k,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
RM1597,25,18-25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,21650,20k-25k,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
RM1598,25,18-25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,28454,25k-30k,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
RM1599,25,18-25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,13320,10k-15k,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
RM1600,25,18-25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,33864,30k-35k,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
RM1601,25,18-25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,13446,10k-15k,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
RM1602,25,18-25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,42810,40k-45k,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
RM1603,25,18-25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,18096,15k-20k,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
RM1604,25,18-25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,30868,30k-35k,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
RM1605,26,26-35,Yes,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,24616,20k-25k,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1
RM1606,26,26-35,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,46372,45k-50k,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0
RM1607,26,26-35,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,50100,50k-55k,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
RM1608,26,26-35,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,21332,20k-25k,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
RM1609,26,26-35,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,57034,55k-60k,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
